Category,Company_Name,Job_Title,Job_Role,Job_Mode,City,Country,Salary,Posted_on,Job_url,MAYA,3DS,BLENDER,RPG,HOUDINI,ZBRUSH,SUBSTANCE,JAVA,JAVASCRIPT,PYTHON,C++,C#,UNITY,UNREAL,CRYENGINE,GODOT,SQL,MONGODB,NOSQL,S3,DYNAMODB,GAMEPLAY,PIPELINE,ARCHITECTURE,VR,UI,3D,2D,VFX,MODELLING,MULTIPLAYER,GRAPHIC,AI,MATH,GIT,PHYSICS,ALGORITHM,DEVOPS,PHOTOSHOP,XBOX,PLAYSTATION,PC,MOBILE,WINDOWS,MACOS,LINUX
Video Games,Rebellion,Senior Network Programmer,Programmer,Remote,Oxford,United Kingdom,Negotiable,15th August 2022,https://aswift.com/jobs/senior-network-programmer-remote-oxford-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Video Games,Splash Damage,Lead or Principal Graphics Engineer,Engineer,On-Site,Bromley,United Kingdom,Negotiable,12th August 2022,https://aswift.com/jobs/lead-or-principal-graphics-engineer-kent-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Video Games,Red Kite Games,Senior AI Programmer,Programmer,On-Site,Leeds,United Kingdom,Negotiable,12th August 2022,https://aswift.com/jobs/senior-ai-programmer-leeds-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Video Games,Smilegate,Lead AI Programmer,Programmer,On-Site,Barcelona,Spain,Negotiable,12th August 2022,https://aswift.com/jobs/lead-ai-programmer-barcelona-es-2/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Rebellion,Network / Online Programmer,Programmer,Remote,Oxford,United Kingdom,Negotiable,12th August 2022,https://aswift.com/jobs/network-online-programmer/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Video Games,Plarium,Game Analyst,Analyst,Remote,Unidefined,Israel,Negotiable,12th August 2022,https://aswift.com/jobs/game-analyst-2/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Universally Speaking,QA Project Manager,Manager,On-Site,Liverpool,United Kingdom,Negotiable,12th August 2022,https://aswift.com/jobs/qa-project-manager-liverpool-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,Splash Damage,Production Director,Director,Remote,London,United Kingdom,Negotiable,11th August 2022,https://aswift.com/jobs/production-director-remote-options-london-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Rebellion,Senior Animation Programmer,Programmer,Remote,Oxford,United Kingdom,Negotiable,10th August 2022,https://aswift.com/jobs/senior-animation-programmer-remote-oxford-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Rebellion,Senior Rendering Programmer,Programmer,Remote,Oxford,United Kingdom,Negotiable,10th August 2022,https://aswift.com/jobs/senior-rendering-programmer-remote-oxford-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Rebellion,Build Engineer,Engineer,Remote,Oxford,United Kingdom,Negotiable,10th August 2022,https://aswift.com/jobs/build-engineer-remote-oxford-uk/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,"Hybrid Options, Flexible Locations",Technical Artist,Artist,Hybrid,Warwick,United Kingdom,Negotiable,10th August 2022,https://aswift.com/jobs/technical-artist-hybrid-location-options-warwick-uk/,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,First Touch Games,Business Analyst,Analyst,On-Site,Oxford,United Kingdom,Negotiable,10th August 2022,https://aswift.com/jobs/business-analyst-oxford-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,metricminds,Technical Animator,Animator,On-Site,Frankfurt,Germany,Negotiable,10th August 2022,https://aswift.com/jobs/technical-animator-frankfurt-de/,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Flying Wild Hog,Network Programmer,Programmer,On-Site,Warsaw,Poland,Negotiable,9th August 2022,https://aswift.com/jobs/network-programmer-krakow-pl/,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Video Games,Rebellion,Tools Programmer,Programmer,On-Site,Oxford,United Kingdom,Negotiable,9th August 2022,https://aswift.com/jobs/tools-programmer-oxford-uk-3/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Outer Dawn,Senior Game Designer,Designer,On-Site,Auckland,New Zealand,Negotiable,9th August 2022,https://aswift.com/jobs/senior-game-designer-auckland-nz/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,IO Interactive,Senior Gameplay Producer,Producer,On-Site,Malmo,Sweden,Negotiable,9th August 2022,https://aswift.com/jobs/senior-gameplay-producer-location-options-malmo-se/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Winkel Games,Casual Game Artist,Artist,On-Site,London,United Kingdom,£400-£550,9th August 2022,https://aswift.com/jobs/casual-game-artist-london-uk/,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Riyo Games,Principal Cinematic Artist,Artist,On-Site,Toronto,Canada,Negotiable,9th August 2022,https://aswift.com/jobs/principal-cinematic-artist-toronto-ca/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Supermassive Games,Environment Artist,Artist,On-Site,Guildford,United Kingdom,Negotiable,9th August 2022,https://aswift.com/jobs/environment-artist-realistic-guildford-uk/,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Rebellion,Lead Technical Artist,Artist,Remote,Warwick,United Kingdom,Negotiable,8th August 2022,https://aswift.com/jobs/lead-technical-artist-remote-options-warwick-uk/,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video Games,Build A Rocket Boy,Lead Gameplay Animator,Animator,Remote,Edinburgh,United Kingdom,Negotiable,8th August 2022,https://aswift.com/jobs/lead-gameplay-animator-remote-options-edinburgh-uk/,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animation,Build A Rocket Boy,Lead Technical Animator,Animator,Remote,Edinburgh,United Kingdom,Negotiable,8th August 2022,https://aswift.com/jobs/lead-technical-animator-remote-options-edinburgh-uk/,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Build A Rocket Boy,Senior Technical Animator,Animator,Remote,Edinburgh,United Kingdom,Negotiable,8th August 2022,https://aswift.com/jobs/senior-technical-animator-remote-options-edinburgh-uk/,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Build A Rocket Boy,Associate Art Director,Director,Remote,Edinburgh,United Kingdom,Negotiable,8th August 2022,https://aswift.com/jobs/associate-art-director-remote-options-edinburgh-uk/,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Build a Rocket Boy,Lead Character Artist,Artist,Remote,Edinburgh,United Kingdom,Negotiable,5th August 2022,https://aswift.com/jobs/lead-character-artist-remote-options-edinburgh-uk/,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Team17,Contract Senior Commercial Analyst,Analyst,Hybrid,Yorkshire,United Kingdom,Negotiable,5th August 2022,https://aswift.com/jobs/contract-senior-commercial-analyst-hybrid-options-yorkshire-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Stellar Entertainment,Senior Environment Artist,Artist,On-Site,Guildford,United Kingdom,Negotiable,4th August 2022,https://aswift.com/jobs/senior-environment-artist-remote-options-guildford-uk/,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Video Games,Climax Studios,Gameplay Programmer,Programmer,Remote,Portsmouth,United Kingdom,Negotiable,4th August 2022,https://aswift.com/jobs/gameplay-programmer-remote-portsmouth-uk-2/,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Steel City Interactive,Game Programmer,Programmer,On-Site,Sheffield,United Kingdom,Negotiable,4th August 2022,https://aswift.com/jobs/game-programmer-sheffield-uk-2/,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Video Games,Firesprite,Lead Concept Artist,Artist,On-Site,Liverpool,United Kingdom,Negotiable,4th August 2022,https://aswift.com/jobs/lead-concept-artist-remote-options-liverpool-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Video Games,Ballistic Moon,Gameplay Software Engineer,Engineer,Remote,Farnborough,United Kingdom,Negotiable,4th August 2022,https://aswift.com/jobs/gameplay-software-engineer-remote-options-farnborough-uk/,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Build a Rocket Boy,Senior Game Designer,Designer,Remote,Edinburgh,United Kingdom,Negotiable,3rd August 2022,https://aswift.com/jobs/senior-game-designer-remote-options-edinburgh-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Rebellion,Experienced Programmer,Programmer,Remote,Leeds,United Kingdom,Negotiable,3rd August 2022,https://aswift.com/jobs/experienced-programmer-remote-options-leeds-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Ballistic Moon,Build Software Engineer,Engineer,Remote,Farnborough,United Kingdom,Negotiable,3rd August 2022,https://aswift.com/jobs/build-software-engineer-remote-options-farnborough-uk/,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Ballistic Moon,Lead Software Developer,Developer,Remote,Farnborough,United Kingdom,Negotiable,1st August 2022,https://aswift.com/jobs/lead-software-developer-remote-options-farnborough-uk/,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Ballistic Moon,Tools Software Engineer,Engineer,Remote,Farnborough,United Kingdom,Negotiable,1st August 2022,https://aswift.com/jobs/tools-software-engineer-remote-options-farnborough-uk/,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Ballistic Moon,Graphics Software Engineer,Engineer,Remote,Farnborough,United Kingdom,Negotiable,1st August 2022,https://aswift.com/jobs/graphics-software-engineer-remote-options-farnborough-uk-2/,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Video Games,Torn Banner,Lead Animator,Animator,On-Site,Toronto,Canada,Negotiable,28th July 2022,https://aswift.com/jobs/lead-animator-hybrid-options-ontario-ca/,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,TT Games,Head of Production,Head,Remote,Knutsford,United Kingdom,Negotiable,28th July 2022,https://aswift.com/jobs/head-of-production-remote-options-knutsford-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Ripple Effect,Studio Technical Director,Director,Remote,Los Angeles,United States,Negotiable,28th July 2022,https://aswift.com/jobs/studio-technical-director-remote-options-los-angeles-us/,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,Old Skull Games,Senior Producer,Producer,On-Site,Lyon,France,Negotiable,28th July 2022,https://aswift.com/jobs/senior-producer-lyon-fr/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,Rebellion,Rendering Technical Director,Director,On-Site,Oxford,United Kingdom,Negotiable,28th July 2022,https://aswift.com/jobs/rendering-technical-director-oxford-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Video Games,Hello Games,Game Artist,Artist,On-Site,Guildford,United Kingdom,Negotiable,28th July 2022,https://aswift.com/jobs/game-artist-hybrid-options-guildford-uk/,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video Games,Rebellion North,Senior Programmer,Programmer,On-Site,Leeds,United Kingdom,Negotiable,28th July 2022,https://aswift.com/jobs/senior-programmer-leeds-uk-3/,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Magnopus,Lead Artist,Artist,On-Site,St. Albans,United Kingdom,Negotiable,28th July 2022,https://aswift.com/jobs/lead-artist-remote-options-st-albans-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Sumo Sheffield,Lead Technical Animator,Animator,On-Site,Sheffield,United Kingdom,Negotiable,27th July 2022,https://aswift.com/jobs/lead-technical-animator-remote-options-sheffield-uk/,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Video Games,Legou Games,Senior 3D Character Artist,Artist,On-Site,Paris,France,Negotiable,27th July 2022,https://aswift.com/jobs/senior-3d-character-artist-hybrid-options-paris-fr/,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,Lava Labs,Unity Developer,Developer,On-Site,Nottingham,United Kingdom,Negotiable,26th July 2022,https://aswift.com/jobs/unity-developer-nottingham-uk/,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Outplay Entertainment,Senior Video Marketing Artist,Artist,Remote,Dundee,United Kingdom,Negotiable,26th July 2022,https://aswift.com/jobs/senior-marketing-artist-remote-options-dundee-uk/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Video Games,Ballistic Moon,Systems Software Engineer,Engineer,Remote,Farnborough,United Kingdom,Negotiable,26th July 2022,https://aswift.com/jobs/systems-software-engineer-remote-options-farnborough-uk/,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software,Procreate,Senior Graphics Engineer,Engineer,On-Site,Hobart,Australia,Negotiable,26th July 2022,https://aswift.com/jobs/senior-graphics-engineer-remote-options-hobart-au/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software,Procreate,Senior Software Engineer,Engineer,On-Site,Hobart,Australia,Negotiable,26th July 2022,https://aswift.com/jobs/senior-software-engineer-remote-options-hobart-au/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Rebellion,Senior Build Engineer,Engineer,Hybrid,Oxford,United Kingdom,Negotiable,26th July 2022,https://aswift.com/jobs/senior-build-engineer-hybrid-options-oxford-uk/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Variable State,Animator,Animator,Remote,London,United Kingdom,Negotiable,21st July 2022,https://aswift.com/jobs/animator-remote-london-uk/,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Klang,Senior Animator,Animator,On-Site,Berlin,Germany,"£60,000-£67,000",21st July 2022,https://aswift.com/jobs/senior-animator-remote-options-berlin-de/,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Video Games,Whatboy Games,Senior Network Programmer,Programmer,Remote,London,United Kingdom,Negotiable,19th July 2022,https://aswift.com/jobs/senior-network-programmer-remote-options-london-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Deep Silver FISH LABS,All Levels UI Programmers,Programmer,Remote,Hamburg,Germany,Negotiable,19th July 2022,https://aswift.com/jobs/all-levels-ui-programmers-remote-options-hamburg-de/,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Build A Rocket Boy,Lead Graphics Programmer,Programmer,Remote,Edinburgh,United Kingdom,Negotiable,19th July 2022,https://aswift.com/jobs/lead-graphics-programmer-remote-options-edinburgh-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Stainless Games,Unreal Gameplay Programmers,Programmer,Hybrid,Isle of Wight,United Kingdom,Negotiable,19th July 2022,https://aswift.com/jobs/unreal-gameplay-programmers-hybrid-options-isle-of-wight-uk/,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
Video Games,Legou Games,Lead 3D Environment Artist,Artist,On-Site,Paris,France,Negotiable,12th July 2022,https://aswift.com/jobs/lead-3d-environment-artist-hybrid-options-paris-fr/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,3Squared,Cloud Architect,Architect,On-Site,Sheffield,United Kingdom,Negotiable,7th July 2022,https://aswift.com/jobs/cloud-architect-sheffield-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,CI Games,Lead AI Programmer,Programmer,Remote,Warsaw,Poland,Negotiable,7th July 2022,https://aswift.com/jobs/lead-ai-programmer-remote-warsaw-pl/,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,Build a Rocket Boy,Senior Core Systems Programmer,Programmer,Remote,Edinburgh,United Kingdom,Negotiable,7th July 2022,https://aswift.com/jobs/senior-core-systems-programmer-remote-options-edinburgh-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Video Games,10 Chambers,Backend Programmer,Programmer,On-Site,Stockholm,Sweden,Negotiable,6th July 2022,https://aswift.com/jobs/backend-programmer-stockholm-se/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Toadman Interactive,Senior Animator,Animator,On-Site,Stockholm,Sweden,Negotiable,5th July 2022,https://aswift.com/jobs/senior-animator-stockholm-se-3/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Supermassive Games,Technical Animator,Animator,On-Site,Guildford,United Kingdom,Negotiable,5th July 2022,https://aswift.com/jobs/technical-animator-guildford-uk-3/,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Video Games,nDreams,Sales Analyst,Analyst,Hybrid,Farnborough,United Kingdom,Negotiable,5th July 2022,https://aswift.com/jobs/sales-analyst-hybrid-options-farnborough-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Legou Games,Lead 3D Character Artist,Artist,On-Site,Paris,France,"£710,000-£96,000",5th July 2022,https://aswift.com/jobs/lead-3d-character-artist-hybrid-options-paris-fr/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Video Games,Splash Damage,Studio Development Director,Director,On-Site,London,United Kingdom,Negotiable,4th July 2022,https://aswift.com/jobs/studio-development-director-london-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Tag Games,Senior Backend Engineer,Engineer,Remote,Dundee,United Kingdom,Negotiable,1st July 2022,https://aswift.com/jobs/senior-backend-engineer-remote-options-dundee-uk/,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Video Games,Smilegate,Senior Concept Artist,Artist,On-Site,Barcelona,Spain,Negotiable,1st July 2022,https://aswift.com/jobs/senior-concept-artist-barcelona-es/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video Games,Invincibles Studio,Backend programmer,Programmer,On-Site,Preston,United Kingdom,Negotiable,30th June 2022,https://aswift.com/jobs/backend-programmer-location-options-preston-uk/,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Video Games,Koch Media,Senior Technical Project Manager,Manager,Remote,Munich,Germany,Negotiable,29th June 2022,https://aswift.com/jobs/senior-technical-project-manager-remote-munich-de-2/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Games,Vertigo Games,Lead Artist,Artist,On-Site,Amsterdam,Netherlands,Negotiable,29th June 2022,https://aswift.com/jobs/lead-artist-amsterdam-nl-2/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
