,Category,Company_Name,Job_Title,Job_Mode,City,Country,Salary,Posted_on,Job_url,JAVA,JAVASCRIPT,PYTHON,C++,C#,DESIGNER,AUTOMATION,ARTIST,ANIMATION,TESTING,LEADERSHIP,LIGHTING,MAYA,3DS,BLENDER,UNITY,RPG,HOUDINI,ZBRUSH,SUBSTANCE,SQL,MONGODB,NOSQL,S3,DYNAMODB,CASCADE,NIAGRA,SHURIKEN,POPCORNFX,FUMEFX,UE4,UNREAL,CRYENGINE,AAA,GODOT,XBOX,PLAYSTATION,PC,MOBILE,WINDOWS,MACOS,LINUX,GAMEPLAY,PIPELINE,ARCHITECTURE,VR,UI,3D,2D,PASSION,METAGAME,VFX,MODELLING,MULTIPLAYER,GRAPHIC,AI,MATH,GIT,PHYSICS,ALGORITHM,DEVOPS,PHOTOSHOP,TRELLO,CONFLUENCE,BASECAMP,RENDERDOC,PIX,RAZOR
59,Video Games,Kalypso Games,Senior Publishing Game Producer,Hybrid,Bracknell,United Kingdom,"£60,000",16th August 2022,https://aswift.com/jobs/senior-publishing-game-producer-hybrid-options-worms-de/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Video Games,Smilegate,Senior Technical Animator,On-Site,Barcelona,Spain,Negotiable,16th August 2022,https://aswift.com/jobs/senior-technical-animator-barcelona-es/,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Video Games,Klang Games,Houdini Technical Artist,On-Site,Berlin,Germany,Negotiable,16th August 2022,https://aswift.com/jobs/houdini-technical-artist-berlin-de/,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Video Games,Offworld Industries,Head of Game Technology,Hybrid,Burnaby,Canada,Negotiable,16th August 2022,https://aswift.com/jobs/head-of-game-technology-hybrid-options-burnaby-ca/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Video Games,Build A Rocket Boy,Lead Environment Artist,Remote,Edinburgh,United Kingdom,Negotiable,16th August 2022,https://aswift.com/jobs/lead-environment-artist-remote-options-edinburgh-uk-2/,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Video Games,Deep Silver FISHLABS,Build Engineer,On-Site,Hamburg,Germany,Negotiable,16th August 2022,https://aswift.com/jobs/build-engineer-hamburg-de/,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Video Games,Build A Rocket Boy,Lead Concept Artist,Remote,Edinburgh,United Kingdom,Negotiable,16th August 2022,https://aswift.com/jobs/lead-concept-artist-remote-options-edinburgh-uk/,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Video Games,Yakuto,Game Developer,On-Site,London,United Kingdom,Negotiable,16th August 2022,https://aswift.com/jobs/game-developer-london-uk-2/,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
67,Video Games,22cans,Android Game Programmer,On-Site,Guildford,United Kingdom,Negotiable,16th August 2022,https://aswift.com/jobs/android-game-programmer-guildford-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Video Games,Lakshya Digital,Senior Outsourcing Character Artist,Remote,Redmond,United States,Negotiable,16th August 2022,https://aswift.com/jobs/senior-outsourcing-character-artist-remote-options-redmond-us/,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,Video Games,Paper Seven,3D Generalist,On-Site,Brighton,United Kingdom,Negotiable,16th August 2022,https://aswift.com/jobs/3d-generalist-brighton-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Video Games,Rebellion,Art Manager,On-Site,Oxford,United Kingdom,Negotiable,15th August 2022,https://aswift.com/jobs/art-manager-oxford-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Video Games,Rebellion,Senior Programmer,On-Site,West Yorkshire,United Kingdom,Negotiable,15th August 2022,https://aswift.com/jobs/senior-programmer-west-yorkshire-uk/,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
72,Video Games,Rebellion,Senior Network Programmer,Remote,Oxford,United Kingdom,Negotiable,15th August 2022,https://aswift.com/jobs/senior-network-programmer-remote-oxford-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Video Games,Warp Digital,Production Manager,On-Site,London,United Kingdom,Negotiable,12th August 2022,https://aswift.com/jobs/production-manager-london-uk-2/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Video Games,Splash Damage,Lead or Principal Graphics Engineer,On-Site,Bromley,United Kingdom,Negotiable,12th August 2022,https://aswift.com/jobs/lead-or-principal-graphics-engineer-kent-uk/,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
75,Video Games,Red Kite Games,Senior AI Programmer,On-Site,Leeds,United Kingdom,Negotiable,12th August 2022,https://aswift.com/jobs/senior-ai-programmer-leeds-uk/,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
76,Video Games,Smilegate,Lead AI Programmer,On-Site,Barcelona,Spain,Negotiable,12th August 2022,https://aswift.com/jobs/lead-ai-programmer-barcelona-es-2/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,Video Games,Rebellion,Network / Online Programmer,Remote,Oxford,United Kingdom,Negotiable,12th August 2022,https://aswift.com/jobs/network-online-programmer/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Video Games,Plarium,Game Analyst,Remote,,Israel,Negotiable,12th August 2022,https://aswift.com/jobs/game-analyst-2/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Video Games,Universally Speaking,QA Project Manager,On-Site,Liverpool,United Kingdom,Negotiable,12th August 2022,https://aswift.com/jobs/qa-project-manager-liverpool-uk/,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Video Games,Splash Damage,Production Director,Remote,London,United Kingdom,Negotiable,11th August 2022,https://aswift.com/jobs/production-director-remote-options-london-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Video Games,Universally Speaking,Localisation QA Project Manager,On-Site,Liverpool,United Kingdom,Negotiable,11th August 2022,https://aswift.com/jobs/localisation-qa-project-manager-liverpool-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Video Games,Rebellion,Senior Animation Programmer,Remote,Oxford,United Kingdom,Negotiable,10th August 2022,https://aswift.com/jobs/senior-animation-programmer-remote-oxford-uk/,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Video Games,Rebellion,Senior Rendering Programmer,Remote,Oxford,United Kingdom,Negotiable,10th August 2022,https://aswift.com/jobs/senior-rendering-programmer-remote-oxford-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Video Games,Rebellion,Build Engineer,Remote,Oxford,United Kingdom,Negotiable,10th August 2022,https://aswift.com/jobs/build-engineer-remote-oxford-uk/,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Video Games,"Hybrid Options, Flexible Locations",Technical Artist,Hybrid,Warwick,United Kingdom,Negotiable,10th August 2022,https://aswift.com/jobs/technical-artist-hybrid-location-options-warwick-uk/,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Video Games,First Touch Games,Business Analyst,On-Site,Oxford,United Kingdom,Negotiable,10th August 2022,https://aswift.com/jobs/business-analyst-oxford-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,Video Games,metricminds,Technical Animator,On-Site,Frankfurt,Germany,Negotiable,10th August 2022,https://aswift.com/jobs/technical-animator-frankfurt-de/,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Video Games,Flying Wild Hog,Network Programmer,On-Site,Warsaw,Poland,Negotiable,9th August 2022,https://aswift.com/jobs/network-programmer-krakow-pl/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Video Games,Rebellion,Tools Programmer,On-Site,Oxford,United Kingdom,Negotiable,9th August 2022,https://aswift.com/jobs/tools-programmer-oxford-uk-3/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Video Games,Outer Dawn,Senior Game Designer,On-Site,Auckland,New Zealand,Negotiable,9th August 2022,https://aswift.com/jobs/senior-game-designer-auckland-nz/,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Video Games,IO Interactive,Senior Gameplay Producer,On-Site,Malmo,Sweden,Negotiable,9th August 2022,https://aswift.com/jobs/senior-gameplay-producer-location-options-malmo-se/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,Video Games,Winkel Games,Casual Game Artist,On-Site,London,United Kingdom,£400-£550,9th August 2022,https://aswift.com/jobs/casual-game-artist-london-uk/,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Video Games,Riyo Games,Principal Cinematic Artist,On-Site,Toronto,Canada,Negotiable,9th August 2022,https://aswift.com/jobs/principal-cinematic-artist-toronto-ca/,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Video Games,Supermassive Games,Environment Artist,On-Site,Guildford,United Kingdom,Negotiable,9th August 2022,https://aswift.com/jobs/environment-artist-realistic-guildford-uk/,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Video Games,Rebellion,Lead Technical Artist,Remote,Warwick,United Kingdom,Negotiable,8th August 2022,https://aswift.com/jobs/lead-technical-artist-remote-options-warwick-uk/,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
96,Video Games,Build A Rocket Boy,Lead Gameplay Animator,Remote,Edinburgh,United Kingdom,Negotiable,8th August 2022,https://aswift.com/jobs/lead-gameplay-animator-remote-options-edinburgh-uk/,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Animation,Build A Rocket Boy,Lead Technical Animator,Remote,Edinburgh,United Kingdom,Negotiable,8th August 2022,https://aswift.com/jobs/lead-technical-animator-remote-options-edinburgh-uk/,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Video Games,Build A Rocket Boy,Senior Technical Animator,Remote,Edinburgh,United Kingdom,Negotiable,8th August 2022,https://aswift.com/jobs/senior-technical-animator-remote-options-edinburgh-uk/,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Video Games,Build A Rocket Boy,Associate Art Director,Remote,Edinburgh,United Kingdom,Negotiable,8th August 2022,https://aswift.com/jobs/associate-art-director-remote-options-edinburgh-uk/,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Video Games,Build a Rocket Boy,Lead Character Artist,Remote,Edinburgh,United Kingdom,Negotiable,5th August 2022,https://aswift.com/jobs/lead-character-artist-remote-options-edinburgh-uk/,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Video Games,Team17,Contract Senior Commercial Analyst,Hybrid,Yorkshire,United Kingdom,Negotiable,5th August 2022,https://aswift.com/jobs/contract-senior-commercial-analyst-hybrid-options-yorkshire-uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Video Games,Team17,Head of Art,On-Site,Yorkshire,United Kingdom,Negotiable,5th August 2022,https://aswift.com/jobs/head-of-art-yorkshire-uk/,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Video Games,Stellar Entertainment,Senior Environment Artist,On-Site,Guildford,United Kingdom,Negotiable,4th August 2022,https://aswift.com/jobs/senior-environment-artist-remote-options-guildford-uk/,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104,Video Games,Climax Studios,Gameplay Programmer,Remote,Portsmouth,United Kingdom,Negotiable,4th August 2022,https://aswift.com/jobs/gameplay-programmer-remote-portsmouth-uk-2/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Video Games,Steel City Interactive,Game Programmer,On-Site,Sheffield,United Kingdom,Negotiable,4th August 2022,https://aswift.com/jobs/game-programmer-sheffield-uk-2/,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Video Games,Firesprite,Lead Concept Artist,On-Site,Liverpool,United Kingdom,Negotiable,4th August 2022,https://aswift.com/jobs/lead-concept-artist-remote-options-liverpool-uk/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107,Video Games,Ballistic Moon,Gameplay Software Engineer,Remote,Farnborough,United Kingdom,Negotiable,4th August 2022,https://aswift.com/jobs/gameplay-software-engineer-remote-options-farnborough-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Video Games,Build a Rocket Boy,Senior Game Designer,Remote,Edinburgh,United Kingdom,Negotiable,3rd August 2022,https://aswift.com/jobs/senior-game-designer-remote-options-edinburgh-uk/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Video Games,Rebellion,Experienced Programmer,Remote,Leeds,United Kingdom,Negotiable,3rd August 2022,https://aswift.com/jobs/experienced-programmer-remote-options-leeds-uk/,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,Video Games,Ballistic Moon,Build Software Engineer,Remote,Farnborough,United Kingdom,Negotiable,3rd August 2022,https://aswift.com/jobs/build-software-engineer-remote-options-farnborough-uk/,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Video Games,Ballistic Moon,Lead Software Developer,Remote,Farnborough,United Kingdom,Negotiable,1st August 2022,https://aswift.com/jobs/lead-software-developer-remote-options-farnborough-uk/,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Video Games,Ballistic Moon,Tools Software Engineer,Remote,Farnborough,United Kingdom,Negotiable,1st August 2022,https://aswift.com/jobs/tools-software-engineer-remote-options-farnborough-uk/,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Video Games,Ballistic Moon,Graphics Software Engineer,Remote,Farnborough,United Kingdom,Negotiable,1st August 2022,https://aswift.com/jobs/graphics-software-engineer-remote-options-farnborough-uk-2/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Video Games,Torn Banner,Lead Animator,On-Site,Toronto,Canada,Negotiable,28th July 2022,https://aswift.com/jobs/lead-animator-hybrid-options-ontario-ca/,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Video Games,TT Games,Head of Production,Remote,Knutsford,United Kingdom,Negotiable,28th July 2022,https://aswift.com/jobs/head-of-production-remote-options-knutsford-uk/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Video Games,Ripple Effect,Studio Technical Director,Remote,Los Angeles,United States,Negotiable,28th July 2022,https://aswift.com/jobs/studio-technical-director-remote-options-los-angeles-us/,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Video Games,Old Skull Games,Senior Producer,On-Site,Lyon,France,Negotiable,28th July 2022,https://aswift.com/jobs/senior-producer-lyon-fr/,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Video Games,Rebellion,Rendering Technical Director,On-Site,Oxford,United Kingdom,Negotiable,28th July 2022,https://aswift.com/jobs/rendering-technical-director-oxford-uk/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Video Games,Hello Games,Game Artist,On-Site,Guildford,United Kingdom,Negotiable,28th July 2022,https://aswift.com/jobs/game-artist-hybrid-options-guildford-uk/,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
